feature_name,fitness_value
recency_event_name__event_1,1.0078951034838397
recency_event_name__event_10,0.9851162460353755
recency_event_name__event_100,0.9647250684608921
recency_event_name__event_101,1.0132735582527872
recency_event_name__event_102,0.8700432750730815
recency_event_name__event_103,0.9308388077487171
recency_event_name__event_104,1.1778731970244631
recency_event_name__event_105,0.8936369126195589
recency_event_name__event_106,0.936986055373722
recency_event_name__event_107,1.0840544182712908
recency_event_name__event_108,1.464318095799486
recency_event_name__event_109,1.0049285375945192
recency_event_name__event_11,2.109507051797203
recency_event_name__event_110,1.011794458678339
recency_event_name__event_111,1.1791058796091218
recency_event_name__event_112,1.0282243585867594
recency_event_name__event_113,0.9964372783563964
recency_event_name__event_114,1.0808975111110872
recency_event_name__event_115,0.9385578389148087
recency_event_name__event_116,0.967473172599319
recency_event_name__event_117,0.9602479255889718
recency_event_name__event_118,1.0820220064364656
recency_event_name__event_119,1.0221704715548288
recency_event_name__event_12,1.0763970319374931
recency_event_name__event_120,0.9868347148519047
recency_event_name__event_121,1.0040840314304915
recency_event_name__event_122,0.9511350680535251
recency_event_name__event_123,0.924124955363046
recency_event_name__event_124,1.164957738867758
recency_event_name__event_125,1.1049659544502706
recency_event_name__event_126,1.1000018349945706
recency_event_name__event_127,1.003186352029149
recency_event_name__event_128,1.0719360385694707
recency_event_name__event_129,1.0158417436088265
recency_event_name__event_13,1.1568153910320973
recency_event_name__event_130,1.1163616696844751
recency_event_name__event_131,1.0447711644528066
recency_event_name__event_132,1.0151593760931108
recency_event_name__event_133,0.9662538426958615
recency_event_name__event_134,1.051028411357542
recency_event_name__event_135,1.9013000471926094
recency_event_name__event_136,1.0554055496083088
recency_event_name__event_137,1.1006990501902334
recency_event_name__event_138,1.0063971096416238
recency_event_name__event_139,0.8771023565557382
recency_event_name__event_14,1.011774227529446
recency_event_name__event_140,1.6840693113906906
recency_event_name__event_141,0.9282072511415675
recency_event_name__event_142,0.9199892913093958
recency_event_name__event_143,1.027594787054579
recency_event_name__event_144,1.0488284762224394
recency_event_name__event_145,1.1172040662377436
recency_event_name__event_146,0.9484479250489221
recency_event_name__event_147,0.8353759304155685
recency_event_name__event_148,1.027279793309896
recency_event_name__event_149,1.2288441324704633
recency_event_name__event_15,1.2655865393508923
recency_event_name__event_150,0.9472566091610938
recency_event_name__event_151,1.1390378160298287
recency_event_name__event_152,1.0172921564963349
recency_event_name__event_153,0.9442184862513425
recency_event_name__event_154,1.0070568854923856
recency_event_name__event_155,1.1725905186616639
recency_event_name__event_156,0.9210945622097942
recency_event_name__event_157,1.1359826931762986
recency_event_name__event_158,1.034821353792185
recency_event_name__event_159,1.0403867545851238
recency_event_name__event_16,1.0854195797676303
recency_event_name__event_160,1.0147498939696664
recency_event_name__event_161,0.9865866193700574
recency_event_name__event_162,1.065645813729412
recency_event_name__event_163,0.8380908072760695
recency_event_name__event_164,1.0086918027687892
recency_event_name__event_165,0.869254403462571
recency_event_name__event_166,1.1131743928351299
recency_event_name__event_167,0.8659341854844897
recency_event_name__event_168,1.4714985951544188
recency_event_name__event_169,1.077850622704112
recency_event_name__event_17,1.1068643841964836
recency_event_name__event_170,0.9914613534941968
recency_event_name__event_171,1.1004739480493142
recency_event_name__event_172,0.9977162470573012
recency_event_name__event_173,1.0757594894128197
recency_event_name__event_174,0.9455414599506086
recency_event_name__event_175,0.9140731190618873
recency_event_name__event_176,0.987484612948941
recency_event_name__event_177,1.0082604851801078
recency_event_name__event_178,1.0320103576692603
recency_event_name__event_179,0.9110438730833683
recency_event_name__event_18,1.0155857958389334
recency_event_name__event_180,0.9913028622975238
recency_event_name__event_181,1.3469927177174934
recency_event_name__event_182,1.0953569993410381
recency_event_name__event_183,0.7244530513946255
recency_event_name__event_184,0.9831874997662822
recency_event_name__event_185,1.2480208475933587
recency_event_name__event_186,1.026713845285215
recency_event_name__event_187,0.9115064360696791
recency_event_name__event_188,1.0036943784437926
recency_event_name__event_189,0.9214167204868029
recency_event_name__event_19,1.407430706103918
recency_event_name__event_190,1.2581346248170102
recency_event_name__event_191,0.964360284862544
recency_event_name__event_192,0.9065877294542566
recency_event_name__event_193,1.0249659692435757
recency_event_name__event_194,0.9994310485630858
recency_event_name__event_195,1.181373908452429
recency_event_name__event_196,0.9866077856941654
recency_event_name__event_197,1.100954110931404
recency_event_name__event_198,1.0282595088285635
recency_event_name__event_199,1.0098483449466202
recency_event_name__event_2,1.0330752542215915
recency_event_name__event_20,1.1290507505868377
recency_event_name__event_200,1.3228092132849454
recency_event_name__event_201,0.9931477669727946
recency_event_name__event_202,1.0405393248818962
recency_event_name__event_203,1.0078007477290758
recency_event_name__event_204,1.0035743688847525
recency_event_name__event_205,0.8776458597118454
recency_event_name__event_206,1.0747078698697108
recency_event_name__event_207,1.0805578879211788
recency_event_name__event_208,1.0464161158574012
recency_event_name__event_209,1.038403033577322
recency_event_name__event_21,1.068123730372002
recency_event_name__event_210,0.9889654174627249
recency_event_name__event_211,0.892975366734535
recency_event_name__event_212,0.9494612982668427
recency_event_name__event_213,1.0093901713234552
recency_event_name__event_214,1.3951395004156375
recency_event_name__event_215,1.0835803584580006
recency_event_name__event_216,0.9840296383862277
recency_event_name__event_217,0.9761384152071346
recency_event_name__event_218,0.9664429400040648
recency_event_name__event_219,1.2066281493059856
recency_event_name__event_22,1.1548038194399126
recency_event_name__event_220,1.1476568453600295
recency_event_name__event_221,1.1019908132904543
recency_event_name__event_222,1.0719860553646996
recency_event_name__event_223,0.8815144454964869
recency_event_name__event_224,0.746305552935209
recency_event_name__event_225,1.1240858153820634
recency_event_name__event_226,0.9764265724893004
recency_event_name__event_227,0.9928990963573979
recency_event_name__event_228,1.1116470575838577
recency_event_name__event_229,1.1313341763168956
recency_event_name__event_23,1.1368245745624994
recency_event_name__event_230,1.2591459588174496
recency_event_name__event_231,1.4675270223231072
recency_event_name__event_232,1.0185921120159653
recency_event_name__event_233,1.0391441560826065
recency_event_name__event_234,1.2952520728885457
recency_event_name__event_235,1.120769116145421
recency_event_name__event_236,0.9798478442986034
recency_event_name__event_237,1.0365912648512665
recency_event_name__event_238,0.9736768155515393
recency_event_name__event_239,1.2352884568960258
recency_event_name__event_24,1.0971570746727233
recency_event_name__event_240,0.9905477426432431
recency_event_name__event_241,0.9292759352216238
recency_event_name__event_242,0.9848368974386202
recency_event_name__event_243,0.9030282001414426
recency_event_name__event_244,1.0607394506422785
recency_event_name__event_245,1.1316846400229323
recency_event_name__event_246,1.0335057028125954
recency_event_name__event_247,1.0491826950202943
recency_event_name__event_248,1.0657710074176492
recency_event_name__event_249,0.9897686011007523
recency_event_name__event_25,1.3130230007914125
recency_event_name__event_250,0.6202022206263386
recency_event_name__event_251,1.0090536336952236
recency_event_name__event_252,0.9719433633251605
recency_event_name__event_253,1.0860333716332056
recency_event_name__event_254,0.7573030990105472
recency_event_name__event_255,1.2303526337408237
recency_event_name__event_256,0.8257602911807564
recency_event_name__event_257,0.9876972216275701
recency_event_name__event_258,0.7666378868852887
recency_event_name__event_259,1.0520512223627294
recency_event_name__event_26,1.4942864853778604
recency_event_name__event_260,1.1715384920531686
recency_event_name__event_261,0.9128638623087979
recency_event_name__event_262,0.9870594760774989
recency_event_name__event_263,0.9525371211254882
recency_event_name__event_264,1.0459852783571473
recency_event_name__event_265,0.8298704417019264
recency_event_name__event_266,1.0268327503352994
recency_event_name__event_267,1.0405288295707031
recency_event_name__event_268,0.9374952058946663
recency_event_name__event_269,1.0551863377790498
recency_event_name__event_27,1.113975033678275
recency_event_name__event_270,0.9988242865084241
recency_event_name__event_271,0.9245727359485574
recency_event_name__event_272,0.8909814024609579
recency_event_name__event_273,0.9000595873022207
recency_event_name__event_274,0.9729071930764202
recency_event_name__event_275,0.84482857586702
recency_event_name__event_276,0.9969398565776506
recency_event_name__event_277,0.985532372598348
recency_event_name__event_278,0.9550421678401874
recency_event_name__event_279,0.9652188103256043
recency_event_name__event_28,0.888823036879496
recency_event_name__event_280,1.0730328799262419
recency_event_name__event_281,1.0170002888775804
recency_event_name__event_282,1.11652092892332
recency_event_name__event_283,0.9271266340244547
recency_event_name__event_284,1.0407917669672266
recency_event_name__event_285,1.005895543007209
recency_event_name__event_286,1.0125156099298933
recency_event_name__event_287,0.9958862792411055
recency_event_name__event_288,0.7032045585376806
recency_event_name__event_289,0.8559983561895861
recency_event_name__event_29,0.9814823116704434
recency_event_name__event_290,0.9614413240526384
recency_event_name__event_291,0.9065871492254988
recency_event_name__event_292,1.0312266101436032
recency_event_name__event_293,1.0520059163755116
recency_event_name__event_294,1.0067705434416798
recency_event_name__event_295,1.1336337374940841
recency_event_name__event_296,1.0819412245675857
recency_event_name__event_297,1.2579850092335951
recency_event_name__event_298,1.0427899553457511
recency_event_name__event_299,0.6592325035764198
recency_event_name__event_3,1.899904487595817
recency_event_name__event_30,1.1542448699585672
recency_event_name__event_300,1.3119363013146461
recency_event_name__event_301,1.435711868833525
recency_event_name__event_302,0.9469729176271281
recency_event_name__event_303,0.8783486192052534
recency_event_name__event_304,0.9558906274600297
recency_event_name__event_305,1.3070912804942358
recency_event_name__event_306,0.9067617043159245
recency_event_name__event_307,1.1122703833458432
recency_event_name__event_308,1.1419883005697784
recency_event_name__event_309,1.1351889883553676
recency_event_name__event_31,1.0182926060285815
recency_event_name__event_310,0.9665214084865464
recency_event_name__event_311,0.8526703328652911
recency_event_name__event_312,1.05900637422864
recency_event_name__event_313,0.9281959376550664
recency_event_name__event_314,0.971211162816136
recency_event_name__event_315,1.0644531083583382
recency_event_name__event_316,0.8664685711607742
recency_event_name__event_317,0.9309783367226582
recency_event_name__event_318,1.00001327923697
recency_event_name__event_319,0.9581322818090979
recency_event_name__event_32,0.8631820980392327
recency_event_name__event_320,1.0661207566717523
recency_event_name__event_321,0.9684343534896429
recency_event_name__event_322,1.0494095879848435
recency_event_name__event_323,0.8940746047456303
recency_event_name__event_324,0.9584340644058207
recency_event_name__event_325,1.0199885240931446
recency_event_name__event_326,1.0562328007132518
recency_event_name__event_327,0.9812321143126831
recency_event_name__event_328,0.9919794799569598
recency_event_name__event_329,1.0525574852600288
recency_event_name__event_33,0.976640377359915
recency_event_name__event_330,0.9966717454227346
recency_event_name__event_331,0.8977179567241078
recency_event_name__event_332,1.0472766722144495
recency_event_name__event_333,1.0781556092982327
recency_event_name__event_334,1.1248528621929161
recency_event_name__event_335,1.0209884907164561
recency_event_name__event_336,0.6872117082770961
recency_event_name__event_337,1.8491242054077137
recency_event_name__event_338,1.1092774754738859
recency_event_name__event_339,1.1495993415088492
recency_event_name__event_34,0.9878597047453078
recency_event_name__event_340,0.8017582251942738
recency_event_name__event_341,1.0656433412658861
recency_event_name__event_342,1.019665248009489
recency_event_name__event_343,1.1194305722176583
recency_event_name__event_344,1.3718916768938114
recency_event_name__event_345,1.6769233386732636
recency_event_name__event_346,0.8290662280764617
recency_event_name__event_347,1.0406324076722568
recency_event_name__event_348,1.025586422257449
recency_event_name__event_349,0.8148064005035653
recency_event_name__event_35,0.9905601378265992
recency_event_name__event_350,0.9895637172720433
recency_event_name__event_351,0.8806695095003907
recency_event_name__event_352,1.1175876212931366
recency_event_name__event_353,0.8845383181913327
recency_event_name__event_354,0.8767910878301339
recency_event_name__event_355,1.0320093873825797
recency_event_name__event_356,1.3851155848309151
recency_event_name__event_357,1.0087677414332992
recency_event_name__event_358,1.2872443682376973
recency_event_name__event_359,0.8667962709225192
